Structure, Text
"SEC. 51A-7.308_7_2","(2)   A digital display may not increase the light level on a lot in a residential district over ambient conditions without the digital display, measured in footcandles at the point closest to the sign that is five feet inside the residential lot and five feet above the ground."
"SEC. 51A-7.308_7_3","(3)   Before the issuance of a digital display sign permit, the applicant shall provide written certification from the sign manufacturer that:"
"SEC. 51A-7.308_7_3_1","(A)   the light intensity has been factory programmed to comply with the maximum brightness and dimming standards in this subsection; and"
"SEC. 51A-7.308_7_3_2","(B)   the light intensity is protected from end-user manipulation by password-protected software or other method satisfactory to the building official."
"SEC. 51A-7.308_8","(h)   Change of message.  Changes of message must comply with the following:"
"SEC. 51A-7.308_8_1","(1)   Each message must be displayed for a minimum of eight seconds."
"SEC. 51A-7.308_8_2","(2)   Changes of message must be accomplished within two seconds."
"SEC. 51A-7.308_8_3","(3)   Changes of message must occur simultaneously on the entire sign face."
"SEC. 51A-7.308_8_4","(4)   No flashing, dimming, or brightening of message is permitted except to accommodate changes of message."
"SEC. 51A-7.308_9","(i)   Malfunction. Digital display sign operators must respond to a malfunction or safety issue within one hour after notification and must remedy that malfunction or safety issue within 12 hours after notification.  In case of sign malfunction, the digital display must freeze until the malfunction is remedied."
"SEC. 51A-7.308_10","(j)   Display of emergency information.  The city may exercise its police powers to protect public health, safety, and welfare by requiring emergency information to be displayed on digital display signs. Upon notification, the sign operators shall display: Amber Alerts, Silver Alerts, information regarding terrorist attacks, natural disasters, and other emergency situations in appropriate sign rotations. Emergency information messages must remain in rotation according to the issuing agency’s protocols."
"SEC. 51A-7.308_11","(k)   Sunset.  The director shall issue no permits after August 31, 2015, unless that date is extended by ordinance before that date.  The city plan commission and city council shall review this section before August 31, 2015.  (Ord. Nos. 28238; 29393; 29557)"
"SEC. 51A-7.401","APPLICATION OF DIVISION."
"SEC. 51A-7.401_1","The provisions of this division apply to all signs located:"
"SEC. 51A-7.401_1","(1)   in any non-business zoning district;"
"SEC. 51A-7.401_2","(2)   within 100 feet of private property in a non-business zoning district; or"
"SEC. 51A-7.401_3","(3)   within 100 feet of a public park of more than one acre.  (Ord. Nos. 19455; 20007; 20379)"
"SEC. 51A-7.402","GENERAL PROVISIONS APPLICABLE TO SIGNS IN NON-BUSINESS ZONING DISTRICTS."
"SEC. 51A-7.402_1","(a)   No portion of an illuminated sign shall have a luminance greater than 200 foot lamberts."
"SEC. 51A-7.402_2","(b)   Except for wind devices, no sign nor part of any sign in a non-business zoning district shall move, flash, rotate, or change its illumination more than once an hour."
"SEC. 51A-7.402_3","(c)   Except as otherwise permitted under Sections 51-4.213(25) or (26), 51-4.217(b)(5), 51A-4.206(1) or (3), and 51A-4.217(b)(9), an occupant in non-business zoning districts may erect only signs that convey a noncommercial message, special purpose signs, and premise signs, which include movement control signs and protective signs."
"SEC. 51A-7.402_4","(d)   Subdivision signs are subject to the following restrictions:"
"SEC. 51A-7.402_4_1","(1)   Subdivision signs are exempt from compliance with the provisions of Section 51A-7.403, “Detached Signs,” of this article."
"SEC. 51A-7.402_4_2","(2)   The maximum effective area of each subdivision sign may not exceed 40 square feet."
"SEC. 51A-7.402_4_3","(3)   The maximum number of subdivision signs permitted is two signs per street entrance into the residential neighborhood."
"SEC. 51A-7.402_4_4","(4)   Subdivision signs may not project more than three inches from the surface of the structure."
"SEC. 51A-7.402_4_5","(5)   Subdivision signs may not be internally illuminated."
"SEC. 51A-7.402_4_6","(6)   The highest part of a subdivision sign may not exceed six feet in height."
"SEC. 51A-7.402_4_7","(7)   Subdivision signs must be landscape signs or monument signs.  For purposes of this subsection, “landscape sign” means a sign that is part of a single landscape design that creates a base for the sign in conjunction with a retaining wall or an open space created with the use of water or planting material, and “monument sign” means a detached sign applied directly onto a ground-level support structure (instead of a pole support) with no separation between the sign and the ground."
"SEC. 51A-7.402_4_8","(8)   Subdivision signs may be located within the public right-of-way if a license for use of the public right-of-way is obtained pursuant to the requirements of the Dallas City Code."
"SEC. 51A-7.402_4_9","(9)   Subdivision signs may only contain the name of the single family, duplex, or townhouse residential neighborhood."
"SEC. 51A-7.402_4_10","(10)   The application for a subdivision sign permit must be submitted by a homeowners association."
"SEC. 51A-7.402_4_11","(11)   The application for a subdivision sign permit must be supported by the owner of property abutting the proposed subdivision sign, if any, and two-thirds of the property owners within 300 feet of the proposed subdivision sign.  (Ord. Nos. 19455; 20927; 24232; 24270; 25455; 29024)"
"SEC. 51A-7.403","DETACHED SIGNS."
"SEC. 51A-7.403_1","(a)   A multifamily or non-residential premise may display detached signs subject to the following restrictions:"
"SEC. 51A-7.403_1_1","(1)   TYPE OF SIGNS:  A sign permitted by this subsection must:"
"SEC. 51A-7.403_1_1_1","(A)   be a premise sign; or"
"SEC. 51A-7.403_1_1_2","(B)   convey a noncommercial message."
"SEC. 51A-7.403_1_2","(2)   NUMBER OF SIGNS:  Each premise may have one detached sign for each 600 feet, or fraction thereof, of frontage along a public way, other than an alley."
"SEC. 51A-7.403_1_3","(3)   SETBACK:  A sign permitted by this subsection must comply with the following setback requirements:"
"SEC. 51A-7.403_1_3_1","(A)   A minimum setback of five feet is required of all detached signs."
"SEC. 51A-7.403_1_3_2","(B)   A minimum setback of 10 feet is required for signs exceeding 10 square feet in effective area or 15 feet in height."
"SEC. 51A-7.403_1_3_3","(C)   A minimum setback of 20 feet is required for all signs exceeding 20 square feet in effective area or 20 feet in height."
"SEC. 51A-7.403_1_3_4","(D)   A minimum setback of 15 feet is required if any part of the sign, other than supports that do not exceed a total cross-sectional area of one square foot, occupies the space between two feet and 10 feet above grade."
"SEC. 51A-7.403_1_4","(4)   EFFECTIVE AREA AND HEIGHT:  A detached sign may not exceed 50 square feet in effective area or 25 feet in height."
"SEC. 51A-7.403_2","(b)   A single family or duplex residential premise may display detached signs subject to the following restrictions:"
"SEC. 51A-7.403_2_1","(1)   TYPE OF SIGNS:  A sign permitted by this subsection must:"
"SEC. 51A-7.403_2_1_1","(A)   refer to the sale or lease of the premises;"
"SEC. 51A-7.403_2_1_2","(B)   refer to an occasional sale authorized in Section 51A-4.217(b)(5) of this code; or"
"SEC. 51A-7.403_2_1_3","(C)   convey a noncommercial message."
"SEC. 51A-7.403_2_2","(2)   NUMBER OF SIGNS:  Each premise may have one detached sign for each 600 feet, or fraction thereof, of frontage along a public way, other than an alley."
"SEC. 51A-7.403_2_3","(3)   SETBACK:  A sign permitted by this subsection must comply with the following setback requirements:"
"SEC. 51A-7.403_2_3_1","(A)   A minimum setback of five feet is required for all detached signs unless the premise has a yard that is less than five feet, in which case the sign must be set back the maximum possible distance."
"SEC. 51A-7.403_2_3_2","(B)   A minimum setback of 10 feet is required for signs exceeding 10 square feet in effective area."
"SEC. 51A-7.403_2_3_3","(C)   A minimum setback of 15 feet is required if any part of the effective area of the sign occupies the space above two feet above grade."
"SEC. 51A-7.403_2_4","(4)   EFFECTIVE AREA AND HEIGHT:  A detached sign may not exceed 20 square feet in effective area or eight feet in height.  (Ord. Nos. 19455; 20927; 20962; 21798)"
"SEC. 51A-7.404","ATTACHED SIGNS."
"SEC. 51A-7.404_1","(a)   Attached signs are permitted for multifamily premises, non-residential premises, and non-residential occupancies in non-business zoning districts, subject to the following restrictions:"
"SEC. 51A-7.404_1_1","(1)   Except as otherwise permitted under Section 51-4.213 in Chapter 51, or under Section 51A-4.206 in this chapter, all attached signs must be premise signs or convey a noncommercial message."
"SEC. 51A-7.404_1_2","(2)   All signs erected pursuant to this section shall be limited to one per facade per occupant of premise."
"SEC. 51A-7.404_1_3","(3)   Words consisting of characters all of which are less than four inches in height may be used without limit as to number, and shall not be considered in computing the effective area."
"SEC. 51A-7.404_1_4","(4)   Reserved."
"SEC. 51A-7.404_1_5","(5)   No attached sign erected pursuant to this section shall be permitted to have more than eight words consisting of characters in excess of four inches in height and such sign shall not exceed 40 square feet in effective area. As an exception to this rule a building in an LO(A), MO(A), GO(A), or O-2 zoning district may be permitted to have additional attached signs with larger effective areas above the first two stories of the building when the following conditions are met:"
"SEC. 51A-7.404_1_5_1","(A)   If an election is made to erect a sign greater than 40 square feet only one sign on that facade will be permitted above the first two stories of the building. Nothing herein shall prohibit each occupant or premise otherwise authorized an attached sign pursuant to this section to have such a sign below the third story of the building."
"SEC. 51A-7.404_1_5_2","(B)   Only two attached signs per building may have an effective area larger than 40 square feet and each shall be on a separate facade."
"SEC. 51A-7.404_1_5_3","(C)   Each attached sign erected pursuant to this exception may have an additional 40 square feet of effective area for each additional story above the first two stories of the building."
"SEC. 51A-7.404_1_6","(6)   All signs and their words shall be mounted parallel to the building surface to which they are attached and shall project no more than 18 inches from the surface to which they are attached except as provided in Paragraph (7) below.  Signs shall not be mounted on roofs and shall not project above roofs."
"SEC. 51A-7.404_1_7","(7)   A non-residential premise may erect one attached sign that projects no further than 4 feet from the vertical building surface provided that the sign may not be illuminated, exceed 20 square feet in effective area, extend above the roof or over any public right-of-way, be located within the space 10 feet above the grade, or be on a premise with a detached sign."
"SEC. 51A-7.404_2","(b)   A single family or duplex residential premise may not display an attached sign except a protective sign.  (Ord. Nos. 19455; 19786; 19879; 21978; 24232; 29611)"
"SEC. 51A-7.501","PURPOSE OF SPECIAL PROVISION SIGN DISTRICTS."
"SEC. 51A-7.501_1","For the purpose of establishing, enhancing, preserving, or developing the character, quality, and property values of areas of unique character and special development potential, and to protect public welfare, districts whose signs are regulated by special provisions may be established from time to time, as provided below.  (Ord. Nos. 19455; 24232)"
"SEC. 51A-7.502","CREATION OF A SPECIAL PROVISION SIGN DISTRICT."
"SEC. 51A-7.502_1","By amendment to this article, the city council may designate an area as a special provision sign district subject to the following conditions:"
"SEC. 51A-7.502_1","(1)   The district must include frontage on a street, either for an entire blockface or for not less than 500 feet measured along the way or continuous set of intersecting ways."
"SEC. 51A-7.502_2","(2)   A special provision sign district is an overlay zoning district that must be created or amended in accordance with Section 51A-4.701."
"SEC. 51A-7.502_3","(3)   As a prerequisite to the establishment of such a special provision sign district, the council must determine that the modified rules established for said districts shall:"
"SEC. 51A-7.502_3_1","(A)   establish, preserve, enhance, or develop the character of a particular area;"
"SEC. 51A-7.502_3_2","(B)   cause no disturbance to neighboring property lying outside the proposed district;"
"SEC. 51A-7.502_3_3","(C)   create no hazard or annoyance to motorists or pedestrians; and"
"SEC. 51A-7.502_3_4","(D)   not contravene the intent of this chapter.  (Ord. Nos. 19455; 20927; 24232; 30932)"
"SEC. 51A-7.502.1","NON-PREMISE SIGNS IN SPECIAL PROVISION SIGN DISTRICTS."
"SEC. 51A-7.502.1_1","(a)   The city council may expressly authorize one or more non-premise signs in:"
"SEC. 51A-7.502.1_1_1","(1)   all special provision sign districts created on or before October 14, 1999; and"
"SEC. 51A-7.502.1_1_2","(2)   any special provision sign district created after that date if:"
"SEC. 51A-7.502.1_1_2_1","(A)   the district has an area of at least 50 acres; and"
"SEC. 51A-7.502.1_1_2_2","(B)   the signs are located in or within one mile of the central business district."
"SEC. 51A-7.502.1_2","(b)   The city council may expressly authorize one or more non-premise athletic field signs in any special provision sign district, regardless of the size or location of the district."
"SEC. 51A-7.502.1_3","(c)   A minimum of 30 percent of the effective area of a detached HBA sign that exceeds 100 square feet in effective area must identify activities conducted or premises located in the special provision sign district.  (Ord. 24232)"
"SEC. 51A-7.503","MODIFICATIONS ALLOWED IN SPECIAL PROVISION SIGN DISTRICTS."
"SEC. 51A-7.503_1","Without changing the definition of this article, or altering its basic structure, the modified rules for special provision sign districts may:"
"SEC. 51A-7.503_1","(1)   impose sign restrictions which are in addition to, or more stringent than those provided for elsewhere in this article; and"
"SEC. 51A-7.503_2","(2)   waive certain restrictions, or establish restrictions more lenient than those provided for elsewhere in this article.  (Ord. Nos. 19455; 24232)"
"SEC. 51A-7.504","SPECIAL SIGN DISTRICT ADVISORY COMMITTEE CREATED."
"SEC. 51A-7.504_1","(a)   There is hereby created a committee to be known as the special sign district advisory committee, hereinafter called the “committee”, composed of five members appointed by the city plan commission.  The committee shall be appointed within 15 days following the effective date of the establishment of the first special provision sign district created pursuant to the provisions of Division 51A-7.500 of this article.  The members of the committee shall include one architect, one graphic designer, and one businessman associated with the sign industry.  The city plan commission is authorized to solicit a list of nominees from any trade or professional association the membership of which has special knowledge of or interest in the design, construction, and placement of signs or urban planning and design.  Appointments to the committee shall be for a term of two years ending on September 1 of each odd-numbered year and the members shall serve without compensation.  The commission shall designate a chairman and vice-chairman from the members.  The commission may appoint up to three alternate members to the committee who serve in the absence of one or more regular members when requested to do so by the chairperson or by the city manager.  The alternate members serve for the same period and are subject to removal the same as regular members.  The commission shall fill vacancies occurring in the alternate membership the same as in the regular membership."
"SEC. 51A-7.504_2","(b)   The committee shall meet at least once each month with additional meetings upon call by the committee chairman or a simple majority of the committee members. A simple majority of members present shall constitute a quorum and issues shall be decided by a simple majority vote of the members present. The department shall furnish staff support to the committee."
"SEC. 51A-7.504_3","(c)   The function of the committee shall be to familiarize itself thoroughly with the character, special conditions, and economics of all special provision sign districts as provided in Section 51A-7.503 of this article.  In addition, the committee shall, upon request, provide guidance, advice and assistance to any applicant for a sign permit in a special provision sign district."
"SEC. 51A-7.504_4","(d)   Nothing in this article shall be construed to affect or modify the authority of any committee or commission whose duty it is to review permits for changes to the exterior of buildings in a special purpose district.  Such committee or commission shall continue to review said permits using the standards and procedures established for that special purpose district."
"SEC. 51A-7.504_5","(e)   Nothing in this section shall be construed as preventing the city council from creating a separate procedure for allowing a separate committee to function as or in lieu of the sign district advisory committee for a particular special provision sign district.  Any such separate procedure or separate committee must be established as part of the ordinance creating the special provision sign district or as part of an amendment thereto.  (Ord. Nos. 19455; 20345; 20927; 24232; 25047; 28073)"
"SEC. 51A-7.505","PERMIT PROCEDURES FOR SPECIAL PROVISION SIGN DISTRICTS."
"SEC. 51A-7.505_1","Unless otherwise provided as part of the ordinance creating a special provision sign district or as part of an amendment thereto, the following permit procedures apply:"
"SEC. 51A-7.505_1","(1)   When required.  Except when erecting a sign in a historic overlay district, in which case a certificate of appropriateness must be obtained in accordance with Section 51A-4.501(b), no sign permit may be issued in a special provision sign district to any applicant unless the application has first been reviewed by the director and a certificate of appropriateness has been issued in accordance with this section."
"SEC. 51A-7.505_2","(2)   Application.  When applying for a sign permit in a special provision sign district, the applicant shall submit an application to the building official. After determining that the proposed sign conforms with the other sections of the code, the building official shall forward a copy of the application to the director within five working days of its receipt. The applicant shall provide the building official, the director, and the committee with specific information in the form of perspectives, renderings, photographs, models, or other representations sufficient to show the nature of the proposed sign and its effect on the immediate premises.  Any applicant may request a meeting with the director or the committee before submitting an application and may consult with the director or the committee during the review of the permit application. Every applicant is entitled to appear before the committee and to be present when any vote is taken."
"SEC. 51A-7.505_3","(3)   Determination of procedure.  Upon receipt of an application, the director shall determine whether it is to be reviewed under the director procedure or the committee procedure.  The proposed sign must be reviewed under the director procedure if it:"
"SEC. 51A-7.505_3_1","(A)   has an effective area less than 50 square feet;"
"SEC. 51A-7.505_3_2","(B)   is a premise sign;"
"SEC. 51A-7.505_3_3","(C)   does not contain any changeable message or flashing or blinking lights;"
"SEC. 51A-7.505_3_4","(D)   has a setback of at least 10 feet;"
"SEC. 51A-7.505_3_5","(E)   is not located within a historic overlay district;"
"SEC. 51A-7.505_3_6","(F)   does not project more than 18 inches over public right-of-way if it is an attached sign;"
"SEC. 51A-7.505_3_7","(G)   has an effective area of less than 15 percent of the facade of the building to which the sign is attached if the sign is an attached sign; and"
"SEC. 51A-7.505_3_8","(H)   does not exceed 25 feet in height if the sign is a detached sign."
"SEC. 51A-7.505_3_8_1","If the proposed sign does not meet all of the above requirements, it must be reviewed under the committee procedure."
"SEC. 51A-7.505_4","(4)   Director procedure."
"SEC. 51A-7.505_4_1","(A)   Decision by the director.  If the director determines that the sign must be reviewed under the director procedure, the director shall review the application and approve or deny it within 10 days of its receipt."
"SEC. 51A-7.505_4_2","(B)   Appeals.  Any interested person may appeal the decision of the director by submitting a written request for appeal to him or her within 10 days of the decision.  The appeal starts the committee procedure."
"SEC. 51A-7.505_5","(5)   Committee procedure."
"SEC. 51A-7.505_5_1","(A)   Decision by the committee.  If the director determines that the sign must be reviewed under the committee procedure or that his or her decision has been appealed, he or she shall forward the application to the committee for review."
"SEC. 51A-7.505_5_2","(B)   Factors the committee shall consider.  In reviewing an application, the committee shall first consider whether the applicant has submitted sufficient information for the committee to make an informed decision.  If the committee finds the proposed sign to be consistent with the special character of the special provision sign district, the committee shall make a recommendation of approval to the city plan commission.  The committee shall consider the proposed sign in terms of its appropriateness to the special provision sign district with particular attention to the effect of the proposed sign upon the economic structure of the special provision sign district and the effect of the sign upon adjacent and surrounding premises without regard to any consideration of the message conveyed by the sign.  After consideration of these factors, the committee shall recommend approval or denial of the application and forward that recommendation to the city plan commission."
"SEC. 51A-7.505_6","(6)   Decision by the commission.  Upon receipt of a recommendation by the committee, the commission shall hold a public hearing to consider the application.  At least 10 days before the hearing, notice of the date, time, and place of the hearing, the name of the applicant, and the location of the proposed sign must be published in the official newspaper of the city and the building official shall serve, by hand-delivery or mail, a written notice to the applicant that contains a reference to this section, and the date, time, and location of this hearing.  A notice sent by mail is served by depositing it properly addressed and postage paid in the United States mail.  In addition, if the application is for a detached sign or for an attached sign that has more than 100 square feet of effective area, the applicant must post the required number of notification signs in accordance with Section 51A-1.106.  In making its decision, the commission shall consider the same factors that were required to be considered by the committee in making its recommendation.  If the commission approves the application, it shall forward a certificate of appropriateness to the building official within 15 days after its approval.  If the commission denies the application, it shall so inform the building official in writing.  Upon receipt of the written denial, the building official shall so advise the applicant within five working days of the date of receipt of the written notice."
"SEC. 51A-7.505_7","(7)   Authority of building official not affected.  Nothing in this section shall be construed to affect or modify the authority of the building official to refuse to grant a sign permit in any case in which the proposed sign does not conform to specific provisions of height, effective area, setback, or similar restrictions established in this article or the modified restrictions applicable to the special provision sign district, or to the structural requirements of the building code or other codes which the building official is required by law to enforce."
"SEC. 51A-7.505_8","(8)   Action required within 60 days.  If no action has been taken by the city within 60 days of the receipt of the application by the building official, a certificate of appropriateness shall be deemed issued  and the building official shall so advise the applicant."
"SEC. 51A-7.505_9","(9)   Change in application.  No change may be made in any permit application subsequent to action by the city  without resubmittal to the director and approval of the resubmitted application by following the procedures in this section."
"SEC. 51A-7.505_10","(10)   Appeal to council.  An applicant may appeal a denial of a certificate of appropriateness by the commission to the city council within 60 days of the date of the decision by the commission."
"SEC. 51A-7.505_11","(11)   Criminal responsibility.  A person commits an offense if he or she erects or maintains a sign in a special provision sign district without first obtaining a certificate of appropriateness expressly authorizing the sign as required by this article.  (Ord. Nos. 19455; 20949; 20962; 21402; 22425; 24163; 24232; 30892 )"
"SEC. 51A-7.506","EXPIRATION OF SPECIAL PROVISION SIGN DISTRICTS."
"SEC. 51A-7.506_1","The city council may establish a special provision sign district for a limited time.  At the end of this period, the special provision sign district, and its provisions regulating signs, shall be discontinued, unless renewed for another limited period in accordance with the procedure established in Section 51A-7.502. (Ord. Nos. 19455; 24232)"
"SEC. 51A-7.507","TEMPORARY SIGNS IN SPECIAL PROVISION SIGN DISTRICTS"
"SEC. 51A-7.507_1","(a)   Purpose.  This section allows persons to erect and maintain temporary signs within special provision sign districts while their applications for permanent signs in those districts are pending.  Nothing in this section shall be construed as prohibiting a special provision sign district from having a separate procedure for obtaining a temporary sign permit."
"SEC. 51A-7.507_2","(b)   Procedures to obtain permit."
"SEC. 51A-7.507_2_1","(1)   In general.  Notwithstanding Section 51A-7.505, an applicant for a sign permit in a special provision sign district may apply for a permit to erect a temporary sign in accordance with this section.  The permit must be obtained before erecting or maintaining the sign."
"SEC. 51A-7.507_2_2","(2)   Application for permit.  An application for a permit must be filed with the building official on a form provided by the city.  Each application must comply with the requirements of the Dallas Building Code."
"SEC. 51A-7.507_2_3","(3)   Requirements.  The building official shall deny the application unless the proposed temporary sign meets all of the following requirements.  The sign must:"
"SEC. 51A-7.507_2_3_1","(A)   comply with all provisions of the code, as amended, except for Section 51A-7.505;"
"SEC. 51A-7.507_2_3_2","(B)   be an attached sign;"
"SEC. 51A-7.507_2_3_3","(C)   be a premise sign;"
"SEC. 51A-7.507_2_3_4","(D)   be constructed of cloth, canvas, light fabric, or nylon;"
"SEC. 51A-7.507_2_3_5","(E)   not be an illuminated sign;"
"SEC. 51A-7.507_2_3_6","(F)   not have dimensions that exceed the dimensions of the sign for which the applicant proposes to obtain a certificate of appropriateness; and"
"SEC. 51A-7.507_2_3_7","(G)   not be the same sign for which the applicant proposes to obtain a certificate of appropriateness."
"SEC. 51A-7.507_2_4","(4)   Decision of the building official."
"SEC. 51A-7.507_2_4_1","(A)   Timing.  The  building official shall make a decision regarding the application within five working days after it is filed.  If the applicant has not provided all the information required by this section, then the five-day period does not begin until the required information is provided."
"SEC. 51A-7.507_2_4_2","(B)   Failure to act.  If the building official fails to make a decision regarding the application within five working days after it is filed, it is approved subject to compliance with all applicable city ordinances."
"SEC. 51A-7.507_2_4_3","(C)   Form of decision.  The decision must take one of the following three forms:"
"SEC. 51A-7.507_2_4_3_1","(i)   Approval, no conditions."
"SEC. 51A-7.507_2_4_3_2","(ii)   Approval,  subject  to conditions noted."
"SEC. 51A-7.507_2_4_3_3","(iii)   Denial."
"SEC. 51A-7.507_2_4_4","(D)   Approval with no conditions.  If there are no grounds for denying the application, the building official shall approve it with no conditions."
"SEC. 51A-7.507_2_4_5","(E)   Approval subject to conditions noted.  As an alternative to denial of the application, the building official may approve it subject to conditions noted if compliance with all conditions will eliminate what would otherwise constitute grounds for denial.  If he or she approves it subject to conditions noted, he or she shall state in writing the specific requirements to be met before it is approved."
"SEC. 51A-7.507_2_4_6","(F)   Denial."
"SEC. 51A-7.507_2_4_6_1","(i)   Grounds for denial.  The building official shall deny the application if it does not comply with all of the requirements of this section or contain all required information."
"SEC. 51A-7.507_2_4_6_2","(ii)   Statement of reasons.  If the building official denies the application, he or she shall state in writing the specific reasons for denial."
"SEC. 51A-7.507_2_4_7","(G)   Notice  of decision.  The building official shall give written notice to the applicant of his or her decision regarding the application.  Notice is given either by hand-delivery or by depositing  the notice properly addressed and postage paid in the United States mail.  If the notice is mailed, it must be sent to the address shown on the application."
"SEC. 51A-7.507_3","(c)   Revocation of permit.  The building official shall revoke the permit if he or she determines that the permittee has:"
"SEC. 51A-7.507_3_1","(1)   failed to comply with any provision of the code, as amended, except for Section 51A-7.505;"
"SEC. 51A-7.507_3_2","(2)   made a false statement of material fact on the application; or"
"SEC. 51A-7.507_3_3","(3)   erected or maintained a sign that endangers the safety of persons or property and is not otherwise in the public interest."
"SEC. 51A-7.507_4","(d)   Expiration of permit.  A permit automatically expires 60 days from the date of its issuance."
"SEC. 51A-7.507_5","(e)   Permit limit.  Once a permit expires or is revoked, no person may apply for another permit for that sign."
"SEC. 51A-7.507_6","(f)   Appeals.  In considering an appeal from a decision of the building official made in the enforcement of this section, the sole issue before the board of adjustment shall be whether or not the building official erred in his or her decision.  The board shall consider the same standards that the building official was required to consider in making the decision on the permit."
"SEC. 51A-7.507_7","(g)   Criminal responsibility.  If a sign violates this section and is not otherwise authorized by the code, a person is criminally responsible for a sign unlawfully erected or maintained if the person:"
"SEC. 51A-7.507_7_1","(1)   erects or maintains the sign;"
"SEC. 51A-7.507_7_2","(2)   is an owner or operator of a use or business to which the sign refers; or"
"SEC. 51A-7.507_7_3","(3)   owns part or all of the land on which the sign is located."
"SEC. 51A-7.507_8","(h)   No representation by the city.  The grant of a permit to erect a temporary sign does not mean that an applicant will receive a certificate of appropriateness for any sign. (Ord. Nos. 20954; 24232; 30892 )"
"SEC. 51A-7.601","ADMINISTRATION OF ARTICLE BY DIVISION OF BUILDING INSPECTION."
"SEC. 51A-7.601_1","The provisions of this article shall be administered and enforced by the division of building inspection.  (Ord. 19455)"
"SEC. 51A-7.602","PERMITS."
"SEC. 51A-7.602_1","(a)   While all signs not explicitly exempted are subject to the provisions of this article, and while a permit to erect any sign not so exempted may be applied for if desired, a permit is required only for the following signs:"
"SEC. 51A-7.602_1_1","(1)   Except as otherwise provided in Subsection (b), all signs having an effective area greater than 20 square feet."
"SEC. 51A-7.602_1_2","(2)   All signs having a height in excess of eight feet."
"SEC. 51A-7.602_1_3","(3)   All illuminated signs."
"SEC. 51A-7.602_1_4","(4)   All signs with moving elements."
"SEC. 51A-7.602_1_5","(5)   All signs erected or to be erected in or over any public way."
"SEC. 51A-7.602_1_6","(6)   Except as otherwise provided in Subsection (b), all signs projecting more than 18 inches from any wall, roof, parapet, or eaves."
"SEC. 51A-7.602_2","(b)   Pursuant to Section 216.903 of the Texas Local Government Code, a permit is not required for a sign that contains primarily a political message and is located on private real property with the consent of the property owner unless the sign:"
"SEC. 51A-7.602_2_1","(1)   has an effective area greater than 36 feet;"
"SEC. 51A-7.602_2_2","(2)   is more than eight feet high;"
"SEC. 51A-7.602_2_3","(3)   is illuminated; or"
"SEC. 51A-7.602_2_4","(4)   has any moving elements."
"SEC. 51A-7.602_2_4_1","In this subsection, the term “private real property” does not include real property subject to an easement or other encumbrance that allows the city to use the property for a public purpose.  This subsection does not apply to a sign, including a billboard, that contains primarily a political message on a temporary basis and that is generally available for rent or purchase to carry commercial advertising or other messages that are not primarily political."
"SEC. 51A-7.602_3","(c)   Any sign for which a permit is issued shall be inspected after its erection for conformity to the provisions of this article by the division of building inspection.  (Ord. Nos. 19455; 25921)"
"SEC. 51A-7.603","APPLICATIONS."
"SEC. 51A-7.603_1","All applicants for permits must comply with the requirements of Subchapter 36 of Chapter 53, the Dallas Building Code.  (Ord. Nos. 19455; 20927; 28553)"
"SEC. 51A-7.604","RESERVED."
"SEC. 51A-7.604_1","(Ord. 20927)"
"SEC. 51A-7.605","EXTRAORDINARILY SIGNIFICANT SIGNS."
"SEC. 51A-7.605_1","(a)   General provisions."
"SEC. 51A-7.605_1_1","(1)   The city council or city plan commission may authorize a hearing to designate an existing sign as an extraordinarily significant sign.  Any person may apply for designation of an existing sign as an extraordinarily significant sign.  Except for city council or city plan commission authorized hearings, each owner of a proposed extraordinarily significant sign and each owner of property where the proposed extraordinarily significant sign is located must sign the application."
"SEC. 51A-7.605_1_2","(2)   The director shall send written notice of a public hearing on an application to designate an extraordinarily significant sign to all owners of real property lying within 200 feet of the boundary of the area of request."
"SEC. 51A-7.605_1_3","(3)   If a sign is designated as an extraordinarily significant sign, it is exempted from the provisions of Section 51A-7.210(b)(1)(A) and Division 51A-7.700 of this article."
"SEC. 51A-7.605_1_4","(4)   An owner of an extraordinarily significant sign must ensure that the sign is not structurally dangerous or a fire hazard, and does not cause electrical shocks or other hazardous conditions."
"SEC. 51A-7.605_2","(b)   The city plan commission shall review an application to designate an extraordinarily significant sign in accordance with Subsection (c) of this section in a public hearing and shall submit its recommendation to the city council.  The city council shall act upon the recommendation of the city plan commission by granting or denying the application subject to the voting requirement in Section 51A-4.701(c)(2)(B) and Section 51A-7.803 of this article."
"SEC. 51A-7.605_3","(c)   To qualify for designation as an extraordinarily significant sign, the sign must:"
"SEC. 51A-7.605_3_1","(1)   be at least 40 years of age;"
"SEC. 51A-7.605_3_2","(2)   possess unique physical design characteristics such as configuration, color, texture, or other unique characteristics; and"
"SEC. 51A-7.605_3_3","(3)   be of extraordinary significance to the city, the historic district where it is located, or the historic structure to which it is attached."
"SEC. 51A-7.605_4","(d)   In the consideration of Subsection (c)(3) of this section, the following must be evaluated:"
"SEC. 51A-7.605_4_1","(1)   the significance of the sign on the basis of the significance of the physical composition or structure of the sign without regard to the significance of the company or other entity which is identified by the sign; and"
"SEC. 51A-7.605_4_2","(2)   the importance of the sign in identifying a particular area of the city and the attitude and sentiment of the community concerning the significance of the sign without regard to the significance of the company or other entity which is identified by the sign.  (Ord. Nos. 19455; 19557; 20927; 21186; 22738)"
"SEC. 51A-7.701","PURPOSE OF DIVISION."
