Structure, Text
"SEC. 51A-2.102_133_1","(133.1)   STREET LEVEL means, in a multi-level building, the level having the floor closest in elevation to the adjacent street; if the floors of two levels are equally close in elevation to the adjacent street, the level with the higher elevation is the street level."
"SEC. 51A-2.102_134","(134)   STREET means a right-of-way which provides primary access to adjacent property."
"SEC. 51A-2.102_134_1","(134.1)   STREET SERVICES means public works.  Any reference to street services is a reference to public works."
"SEC. 51A-2.102_135","(135)   STRUCTURE means that which is built or constructed, an edifice or building of any kind, or any piece of work artificially built up or composed of parts joined together in some definite manner."
"SEC. 51A-2.102_136","(136)   SUP means “specific use permit” (See Section 51A-4.219)."
"SEC. 51A-2.102_137","(137)   “TH” DISTRICTS means the TH-1, TH-2, TH-3, and TH-4 districts established under Chapter 51."
"SEC. 51A-2.102_138","(138)   “TH(A)” DISTRICTS means the TH-1(A), TH-2(A), and TH-3(A) districts established under this chapter (also called townhouse districts)."
"SEC. 51A-2.102_138_1","(138.1)   THOROUGHFARE  means a street designated in the city’s thoroughfare plan."
"SEC. 51A-2.102_139","(139)   TOWNHOUSE DISTRICTS means the TH-1(A), TH-2(A), and TH-3(A) districts established under this chapter [also called “TH(A)” districts]."
"SEC. 51A-2.102_139_1","(139.1)   TRAFFIC ENGINEER means the person designated by the city manager as the traffic engineer of the city, or the traffic engineer’s authorized representative."
"SEC. 51A-2.102_140","(140)   TRANSIENT STAND means a site for the placing and use of a manufactured home, recreational vehicle, or tent."
"SEC. 51A-2.102_141","(141)   TRANSPORTATION USES means those uses defined in Section 51A-4.211."
"SEC. 51A-2.102_141_1","(141.1)   “UC” DISTRICTS means the UC-1, UC-2, and UC-3 districts established under this chapter (also called “urban corridor districts”)."
"SEC. 51A-2.102_141_2","(141.2)   URBAN CORRIDOR DISTRICTS means the UC-1, UC-2, and UC-3 districts established under this chapter (also called “UC” districts). [Note: Section 1 of Ordinance No. 24718 adds 51A–2.102 (141.2), providing a definition for the term “street level.” Section 4 of Ordinance No. 24718 adds 51A–2.102(141.2), providing a definition for the term “urban corridor districts.”]"
"SEC. 51A-2.102_142","(142)   UTILITY AND PUBLIC SERVICE USES means those uses defined in Section 51A-4.212."
"SEC. 51A-2.102_142_1","(142.1)   WALKABLE URBAN MIXED USE DISTRICTS means the WMU-3, WMU-5, WMU-8, WMU-12, WMU-20, and WMU-40 districts established under Article XIII of this chapter."
"SEC. 51A-2.102_142_2","(142.2)   WALKABLE URBAN RESIDENTIAL DISTRICTS means the WR-3, WR-5, WR-8, WR-12, WR-20, and WR-40 districts established under Article XIII of this chapter."
"SEC. 51A-2.102_143","(143)   WHOLESALE, DISTRIBUTION, AND STORAGE USES means those uses defined in Section 51A-4.213."
"SEC. 51A-2.102_143_1","(143.1)   WMU DISTRICTS means the WMU-3, WMU-5, WMU-8, WMU-12, WMU-20, and WMU-40 districts established under Article XIII of this chapter (also called “walkable urban mixed use districts”)."
"SEC. 51A-2.102_143_2","(143.2)   WR DISTRICTS means the WR-3, WR-5, WR-8, WR-12, WR-20, and WR-40 districts established under Article XIII of this chapter (also called “walkable urban residential districts”)."
"SEC. 51A-2.102_144","(144)   ZONING DISTRICT means a classification assigned to a particular area of the city within which zoning regulations are uniform."
"SEC. 51A-2.102_145","(145)   ZONING DISTRICT MAP means the official map upon which the zoning districts of the city are delineated.  (Ord. Nos. 19455; 19786; 19806; 20272; 20360; 20361; 20383; 20411; 20478; 20673; 20902; 20920; 21002; 21186; 21663; 22018; 24163; 24718; 24731; 24843; 25047; 25977; 26286; 26530; 27334; 27495; 27572; 28072; 28073; 28424; 29128; 30239; 30654; 30932)"
